timestamp,mem_used_gib,mem_available_gib
2026-05-04T01:47:05.560292+00:00,112.55449676513672,7.139766693115234
2026-05-04T01:47:06.560524+00:00,112.74200057983398,6.952262878417969
2026-05-04T01:47:07.560982+00:00,112.94390869140625,6.750354766845703
2026-05-04T01:47:08.561444+00:00,112.99834823608398,6.695915222167969
2026-05-04T01:47:09.561905+00:00,113.04596328735352,6.6483001708984375
2026-05-04T01:47:10.562230+00:00,113.10880661010742,6.585456848144531
2026-05-04T01:47:11.562666+00:00,113.17132568359375,6.522937774658203
2026-05-04T01:47:12.563080+00:00,113.25296020507812,6.441303253173828
2026-05-04T01:47:13.563564+00:00,113.29988098144531,6.394382476806641
2026-05-04T01:47:14.564041+00:00,113.36283111572266,6.331432342529297
2026-05-04T01:47:15.564447+00:00,113.40921020507812,6.285053253173828
2026-05-04T01:47:16.564901+00:00,113.50296783447266,6.191295623779297
2026-05-04T01:47:17.565218+00:00,112.76272583007812,6.931537628173828
2026-05-04T01:47:18.565644+00:00,112.76451873779297,6.929744720458984
2026-05-04T01:47:19.565993+00:00,112.76437759399414,6.9298858642578125
2026-05-04T01:47:20.566444+00:00,112.76506805419922,6.929195404052734
2026-05-04T01:47:21.566922+00:00,112.76624298095703,6.928020477294922
2026-05-04T01:47:22.567330+00:00,112.76919937133789,6.9250640869140625
2026-05-04T01:47:23.567686+00:00,112.77005004882812,6.924213409423828
2026-05-04T01:47:24.567958+00:00,112.77028274536133,6.923980712890625
2026-05-04T01:47:25.568360+00:00,112.76949310302734,6.924770355224609
2026-05-04T01:47:26.568753+00:00,112.76911163330078,6.925151824951172
2026-05-04T01:47:27.569111+00:00,112.76933670043945,6.9249267578125
2026-05-04T01:47:28.569389+00:00,112.77033996582031,6.923923492431641
2026-05-04T01:47:29.569983+00:00,112.48565673828125,7.208606719970703
2026-05-04T01:47:30.570258+00:00,112.76022338867188,6.934040069580078
2026-05-04T01:47:31.570618+00:00,112.79988861083984,6.894374847412109
2026-05-04T01:47:32.571018+00:00,112.80152893066406,6.892734527587891
2026-05-04T01:47:33.571404+00:00,112.80210494995117,6.892158508300781
2026-05-04T01:47:34.571892+00:00,112.81038665771484,6.883876800537109
2026-05-04T01:47:35.572351+00:00,112.81137084960938,6.882892608642578
2026-05-04T01:47:36.572818+00:00,112.81061553955078,6.883647918701172
2026-05-04T01:47:37.573179+00:00,112.8117561340332,6.88250732421875
2026-05-04T01:47:38.573536+00:00,112.81103897094727,6.8832244873046875
2026-05-04T01:47:39.573872+00:00,112.8102912902832,6.88397216796875
2026-05-04T01:47:40.574264+00:00,112.80822372436523,6.886039733886719
2026-05-04T01:47:41.574683+00:00,112.8055419921875,6.888721466064453
2026-05-04T01:47:42.575019+00:00,112.80388641357422,6.890377044677734
2026-05-04T01:47:43.575354+00:00,112.80203247070312,6.892230987548828
2026-05-04T01:47:44.575716+00:00,112.80398178100586,6.890281677246094
2026-05-04T01:47:45.576212+00:00,112.80234909057617,6.891914367675781
2026-05-04T01:47:46.576683+00:00,112.80218505859375,6.892078399658203
2026-05-04T01:47:47.577244+00:00,112.80154418945312,6.892719268798828
2026-05-04T01:47:48.577946+00:00,112.8009033203125,6.893360137939453
2026-05-04T01:47:49.578409+00:00,112.79980850219727,6.8944549560546875
2026-05-04T01:47:50.578895+00:00,112.79946517944336,6.894798278808594
2026-05-04T01:47:51.579373+00:00,112.79938125610352,6.8948822021484375
2026-05-04T01:47:52.579723+00:00,112.79861068725586,6.895652770996094
2026-05-04T01:47:53.580103+00:00,112.80017852783203,6.894084930419922
2026-05-04T01:47:54.580522+00:00,112.79965591430664,6.8946075439453125
2026-05-04T01:47:55.580944+00:00,112.79920959472656,6.895053863525391
2026-05-04T01:47:56.581260+00:00,112.79899215698242,6.895271301269531
2026-05-04T01:47:57.581715+00:00,112.79924392700195,6.89501953125
2026-05-04T01:47:58.582169+00:00,112.79872131347656,6.895542144775391
2026-05-04T01:47:59.582611+00:00,112.80377197265625,6.890491485595703
2026-05-04T01:48:00.583054+00:00,112.80298233032227,6.8912811279296875
2026-05-04T01:48:01.583483+00:00,112.80257034301758,6.891693115234375
2026-05-04T01:48:02.584038+00:00,112.80515670776367,6.889106750488281
2026-05-04T01:48:03.584575+00:00,112.80707931518555,6.887184143066406
2026-05-04T01:48:04.585081+00:00,112.8072624206543,6.887001037597656
2026-05-04T01:48:05.585563+00:00,112.80716323852539,6.8871002197265625
2026-05-04T01:48:06.585907+00:00,112.80613327026367,6.888130187988281
2026-05-04T01:48:07.586358+00:00,112.80583572387695,6.888427734375
2026-05-04T01:48:08.586844+00:00,112.80733489990234,6.886928558349609
2026-05-04T01:48:09.587239+00:00,112.80771255493164,6.8865509033203125
2026-05-04T01:48:10.587704+00:00,112.80732345581055,6.886940002441406
2026-05-04T01:48:11.588186+00:00,112.80627059936523,6.887992858886719
2026-05-04T01:48:12.588663+00:00,112.80570983886719,6.888553619384766
